gene	time	log2_expr_level	term	estimate	std.error	statistic	p.value	conf.low	conf.high	identified_as
MRE11	24	0.0048990042776289044	time	0.0022313520057066333	0.002016610839133896	1.1064861709584808	0.38379178416111803	-0.006445424126135177	0.010908128137548444	Non-significant
MRFAP1	2	0.23655564427367715	time	0.013260494069229013	0.012680640644479312	1.045727455024297	0.40544747543327897	-0.04129989901471187	0.06782088715316989	Non-significant
MRFAP1	6	-0.007167511496763979	time	0.013260494069229013	0.012680640644479312	1.045727455024297	0.40544747543327897	-0.04129989901471187	0.06782088715316989	Non-significant
MRFAP1	10	-0.034930280677251346	time	0.013260494069229013	0.012680640644479312	1.045727455024297	0.40544747543327897	-0.04129989901471187	0.06782088715316989	Non-significant
MRFAP1	24	0.41538073357704963	time	0.013260494069229013	0.012680640644479312	1.045727455024297	0.40544747543327897	-0.04129989901471187	0.06782088715316989	Non-significant
MRI1	2	-0.031592745013133694	time	-0.00657196634562287	0.005280082000332445	-1.2446712655616115	0.3393232468308309	-0.029290325577654264	0.016146392886408525	Non-significant
MRI1	6	-2.191442668006971e-4	time	-0.00657196634562287	0.005280082000332445	-1.2446712655616115	0.3393232468308309	-0.029290325577654264	0.016146392886408525	Non-significant
MRI1	10	0.07843589098831494	time	-0.00657196634562287	0.005280082000332445	-1.2446712655616115	0.3393232468308309	-0.029290325577654264	0.016146392886408525	Non-significant
MRI1	24	-0.15093313195291636	time	-0.00657196634562287	0.005280082000332445	-1.2446712655616115	0.3393232468308309	-0.029290325577654264	0.016146392886408525	Non-significant
MRM1	2	0.01378787161826045	time	0.004820523116377546	0.0036775373801420444	1.310801935666893	0.32021652872847883	-0.011002643131046305	0.0206436893638014	Non-significant
MRM1	6	0.12663349030196436	time	0.004820523116377546	0.0036775373801420444	1.310801935666893	0.32021652872847883	-0.011002643131046305	0.0206436893638014	Non-significant
MRM1	10	0.03168209879874517	time	0.004820523116377546	0.0036775373801420444	1.310801935666893	0.32021652872847883	-0.011002643131046305	0.0206436893638014	Non-significant
MRM1	24	0.1502616682605371	time	0.004820523116377546	0.0036775373801420444	1.310801935666893	0.32021652872847883	-0.011002643131046305	0.0206436893638014	Non-significant
MRM3	2	0.09152745932532103	time	-2.2086656668095112e-4	0.001142703989614153	-0.19328414767811325	0.8645863386295027	-0.0051375250068898875	0.004695791873527985	Non-significant
MRM3	6	0.07750564852958242	time	-2.2086656668095112e-4	0.001142703989614153	-0.19328414767811325	0.8645863386295027	-0.0051375250068898875	0.004695791873527985	Non-significant
MRM3	10	0.05447187253628538	time	-2.2086656668095112e-4	0.001142703989614153	-0.19328414767811325	0.8645863386295027	-0.0051375250068898875	0.004695791873527985	Non-significant
MRM3	24	0.08098195948735043	time	-2.2086656668095112e-4	0.001142703989614153	-0.19328414767811325	0.8645863386295027	-0.0051375250068898875	0.004695791873527985	Non-significant
MROH1	2	9.282928246445721e-5	time	-0.003305999050423024	0.006699355087000709	-0.49348019436048646	0.670538635441642	-0.03213099750306757	0.025518999402221524	Non-significant
MROH1	6	0.1509998490971034	time	-0.003305999050423024	0.006699355087000709	-0.49348019436048646	0.670538635441642	-0.03213099750306757	0.025518999402221524	Non-significant
MROH1	10	0.16982339783356615	time	-0.003305999050423024	0.006699355087000709	-0.49348019436048646	0.670538635441642	-0.03213099750306757	0.025518999402221524	Non-significant
MROH1	24	-0.01066293852678779	time	-0.003305999050423024	0.006699355087000709	-0.49348019436048646	0.670538635441642	-0.03213099750306757	0.025518999402221524	Non-significant
MRPL1	2	0.0029834982288843293	time	-0.0016894062561828255	0.002852079302992553	-0.5923419641277894	0.6136701314790596	-0.013960913054665675	0.010582100542300023	Non-significant
MRPL1	6	-0.029036924331217406	time	-0.0016894062561828255	0.002852079302992553	-0.5923419641277894	0.6136701314790596	-0.013960913054665675	0.010582100542300023	Non-significant
MRPL1	10	0.05319816945781852	time	-0.0016894062561828255	0.002852079302992553	-0.5923419641277894	0.6136701314790596	-0.013960913054665675	0.010582100542300023	Non-significant
MRPL1	24	-0.040244004464172534	time	-0.0016894062561828255	0.002852079302992553	-0.5923419641277894	0.6136701314790596	-0.013960913054665675	0.010582100542300023	Non-significant
MRPL10	2	-0.15201139787977613	time	0.006313200027090959	0.007097919990903691	0.8894436729607567	0.46760990115139134	-0.02422668479731408	0.036853084851496	Non-significant
MRPL10	6	0.10513469823836186	time	0.006313200027090959	0.007097919990903691	0.8894436729607567	0.46760990115139134	-0.02422668479731408	0.036853084851496	Non-significant
MRPL10	10	-7.125126957649996e-4	time	0.006313200027090959	0.007097919990903691	0.8894436729607567	0.46760990115139134	-0.02422668479731408	0.036853084851496	Non-significant
MRPL10	24	0.06790985268123428	time	0.006313200027090959	0.007097919990903691	0.8894436729607567	0.46760990115139134	-0.02422668479731408	0.036853084851496	Non-significant
MRPL11	2	-0.10181098316063242	time	0.005664867728317333	0.0030333042432995412	1.8675567216281783	0.20278414862855007	-0.007386387054276063	0.01871612251091073	Non-significant
MRPL11	6	0.019968718877342084	time	0.005664867728317333	0.0030333042432995412	1.8675567216281783	0.20278414862855007	-0.007386387054276063	0.01871612251091073	Non-significant
MRPL11	10	-0.012504791221934042	time	0.005664867728317333	0.0030333042432995412	1.8675567216281783	0.20278414862855007	-0.007386387054276063	0.01871612251091073	Non-significant
MRPL11	24	0.05748534131547878	time	0.005664867728317333	0.0030333042432995412	1.8675567216281783	0.20278414862855007	-0.007386387054276063	0.01871612251091073	Non-significant
MRPL12	2	-0.10008647844669305	time	0.009087628738898238	0.005145271570027274	1.766209735524235	0.21939984153739034	-0.013050688027181914	0.03122594550497839	Non-significant
MRPL12	6	0.08988785544314304	time	0.009087628738898238	0.005145271570027274	1.766209735524235	0.21939984153739034	-0.013050688027181914	0.03122594550497839	Non-significant
