genes	time	treatment	replicate	normalized_counts	mean_over_replicates	estimate	p.value	regulation	significance
ST13	6h	Control	2	4132.228739415006	4090.589956627071	-57.69510475534826	0.15643981272405924	Downregulated	Not significant
ST13	6h	Control	3	4103.934058080867	4090.589956627071	-57.69510475534826	0.15643981272405924	Downregulated	Not significant
ST13	6h	Virus	1	4000.050724939439	4032.894851871723	-57.69510475534826	0.15643981272405924	Downregulated	Not significant
ST13	6h	Virus	2	4045.627687970124	4032.894851871723	-57.69510475534826	0.15643981272405924	Downregulated	Not significant
ST13	6h	Virus	3	4053.0061427056057	4032.894851871723	-57.69510475534826	0.15643981272405924	Downregulated	Not significant
ST13	10h	Control	1	3967.903618048697	3988.0721415727426	43.20927804747312	0.6012668282665999	Upregulated	Not significant
ST13	10h	Control	2	4019.368227814281	3988.0721415727426	43.20927804747312	0.6012668282665999	Upregulated	Not significant
ST13	10h	Control	3	3976.9445788552503	3988.0721415727426	43.20927804747312	0.6012668282665999	Upregulated	Not significant
ST13	10h	Virus	1	3997.0925669195913	4031.2814196202166	43.20927804747312	0.6012668282665999	Upregulated	Not significant
ST13	10h	Virus	2	4174.13529981616	4031.2814196202166	43.20927804747312	0.6012668282665999	Upregulated	Not significant
ST13	10h	Virus	3	3922.616392124898	4031.2814196202166	43.20927804747312	0.6012668282665999	Upregulated	Not significant
ST13	24h	Control	1	4022.4922308687073	4045.859344345338	-295.6277145429221	0.0037250265797095622	Downregulated	Significant
ST13	24h	Control	2	4067.781469820353	4045.859344345338	-295.6277145429221	0.0037250265797095622	Downregulated	Significant
ST13	24h	Control	3	4047.3043323469537	4045.859344345338	-295.6277145429221	0.0037250265797095622	Downregulated	Significant
ST13	24h	Virus	1	3821.2173400403444	3750.2316298024166	-295.6277145429221	0.0037250265797095622	Downregulated	Significant
ST13	24h	Virus	2	3767.9065525003225	3750.2316298024166	-295.6277145429221	0.0037250265797095622	Downregulated	Significant
ST13	24h	Virus	3	3661.5709968665833	3750.2316298024166	-295.6277145429221	0.0037250265797095622	Downregulated	Significant
MCAT	2h	Control	1	265.3552368264709	255.8029337231608	-5.860913029121807	0.4977757514780871	Downregulated	Not significant
MCAT	2h	Control	2	252.81237089062702	255.8029337231608	-5.860913029121807	0.4977757514780871	Downregulated	Not significant
MCAT	2h	Control	3	249.24119345238452	255.8029337231608	-5.860913029121807	0.4977757514780871	Downregulated	Not significant
MCAT	2h	Virus	1	241.192521240178	249.94202069403903	-5.860913029121807	0.4977757514780871	Downregulated	Not significant
MCAT	2h	Virus	2	246.7846105557624	249.94202069403903	-5.860913029121807	0.4977757514780871	Downregulated	Not significant
MCAT	2h	Virus	3	261.84893028617665	249.94202069403903	-5.860913029121807	0.4977757514780871	Downregulated	Not significant
MCAT	6h	Control	1	225.32570796915587	241.38515622602267	0.16997650893950633	0.9867272087442918	Upregulated	Not significant
MCAT	6h	Control	2	241.72766711850593	241.38515622602267	0.16997650893950633	0.9867272087442918	Upregulated	Not significant
MCAT	6h	Control	3	257.1020935904062	241.38515622602267	0.16997650893950633	0.9867272087442918	Upregulated	Not significant
MCAT	6h	Virus	1	244.31165593528203	241.55513273496217	0.16997650893950633	0.9867272087442918	Upregulated	Not significant
MCAT	6h	Virus	2	235.87589158917962	241.55513273496217	0.16997650893950633	0.9867272087442918	Upregulated	Not significant
MCAT	6h	Virus	3	244.47785068042484	241.55513273496217	0.16997650893950633	0.9867272087442918	Upregulated	Not significant
MCAT	10h	Control	1	243.1407123354801	246.91709767799722	1.3226861929528326	0.8880025606788041	Upregulated	Not significant
MCAT	10h	Control	2	250.96670484746994	246.91709767799722	1.3226861929528326	0.8880025606788041	Upregulated	Not significant
MCAT	10h	Control	3	246.64387585104163	246.91709767799722	1.3226861929528326	0.8880025606788041	Upregulated	Not significant
MCAT	10h	Virus	1	231.65931150083702	248.23978387095005	1.3226861929528326	0.8880025606788041	Upregulated	Not significant
MCAT	10h	Virus	2	253.1206583070905	248.23978387095005	1.3226861929528326	0.8880025606788041	Upregulated	Not significant
MCAT	10h	Virus	3	259.9393818049226	248.23978387095005	1.3226861929528326	0.8880025606788041	Upregulated	Not significant
MCAT	24h	Control	1	258.1420979764021	268.25120482429645	-3.8368139778549484	0.7905347489719551	Downregulated	Not significant
MCAT	24h	Control	2	272.4143359370072	268.25120482429645	-3.8368139778549484	0.7905347489719551	Downregulated	Not significant
MCAT	24h	Control	3	274.19718055948	268.25120482429645	-3.8368139778549484	0.7905347489719551	Downregulated	Not significant
MCAT	24h	Virus	1	240.9611077297636	264.41439084644156	-3.8368139778549484	0.7905347489719551	Downregulated	Not significant
MCAT	24h	Virus	2	268.5429073590744	264.41439084644156	-3.8368139778549484	0.7905347489719551	Downregulated	Not significant
MCAT	24h	Virus	3	283.7391574504867	264.41439084644156	-3.8368139778549484	0.7905347489719551	Downregulated	Not significant
ERCC5	2h	Control	1	42.98402608119259	43.8745874645796	-2.4101944950621186	0.3566184203758823	Downregulated	Not significant
ERCC5	2h	Control	2	47.91618949250332	43.8745874645796	-2.4101944950621186	0.3566184203758823	Downregulated	Not significant
ERCC5	2h	Control	3	40.72354682004288	43.8745874645796	-2.4101944950621186	0.3566184203758823	Downregulated	Not significant
ERCC5	2h	Virus	1	39.640910182583085	41.464392969517476	-2.4101944950621186	0.3566184203758823	Downregulated	Not significant
ERCC5	2h	Virus	2	42.61343051531563	41.464392969517476	-2.4101944950621186	0.3566184203758823	Downregulated	Not significant
ERCC5	2h	Virus	3	42.138838210653724	41.464392969517476	-2.4101944950621186	0.3566184203758823	Downregulated	Not significant
ERCC5	6h	Control	1	26.25991239293599	32.95234770963885	8.422606696124992	0.08287660391933842	Upregulated	Not significant
ERCC5	6h	Control	2	37.71042741023746	32.95234770963885	8.422606696124992	0.08287660391933842	Upregulated	Not significant
ERCC5	6h	Control	3	34.8867033257431	32.95234770963885	8.422606696124992	0.08287660391933842	Upregulated	Not significant
ERCC5	6h	Virus	1	40.24469864412525	41.374954405763845	8.422606696124992	0.08287660391933842	Upregulated	Not significant
ERCC5	6h	Virus	2	43.85420787264811	41.374954405763845	8.422606696124992	0.08287660391933842	Upregulated	Not significant
ERCC5	6h	Virus	3	40.025956700518165	41.374954405763845	8.422606696124992	0.08287660391933842	Upregulated	Not significant
ERCC5	10h	Control	1	41.30602426181464	42.310957351418025	-5.61962427641937	0.13519172648285366	Downregulated	Not significant
ERCC5	10h	Control	2	44.108945071332826	42.310957351418025	-5.61962427641937	0.13519172648285366	Downregulated	Not significant
ERCC5	10h	Control	3	41.5179027211066	42.310957351418025	-5.61962427641937	0.13519172648285366	Downregulated	Not significant
ERCC5	10h	Virus	1	30.975253604746413	36.69133307499866	-5.61962427641937	0.13519172648285366	Downregulated	Not significant
ERCC5	10h	Virus	2	40.017113837254946	36.69133307499866	-5.61962427641937	0.13519172648285366	Downregulated	Not significant
ERCC5	10h	Virus	3	39.08163178299463	36.69133307499866	-5.61962427641937	0.13519172648285366	Downregulated	Not significant
ERCC5	24h	Control	1	35.59357818857802	37.2784270862261	-12.378445733970471	0.007083025764209321	Downregulated	Significant
ERCC5	24h	Control	2	40.123147873790266	37.2784270862261	-12.378445733970471	0.007083025764209321	Downregulated	Significant
ERCC5	24h	Control	3	36.11855519631003	37.2784270862261	-12.378445733970471	0.007083025764209321	Downregulated	Significant
ERCC5	24h	Virus	1	27.94459949563368	24.899981352255644	-12.378445733970471	0.007083025764209321	Downregulated	Significant
ERCC5	24h	Virus	2	21.203895792133906	24.899981352255644	-12.378445733970471	0.007083025764209321	Downregulated	Significant
ERCC5	24h	Virus	3	25.551448768999343	24.899981352255644	-12.378445733970471	0.007083025764209321	Downregulated	Significant
CLIC4	2h	Control	1	1069.567369989094	1048.8341405991164	-5.952031934583815	0.8409491988035681	Downregulated	Not significant
CLIC4	2h	Control	2	1062.9255456899896	1048.8341405991164	-5.952031934583815	0.8409491988035681	Downregulated	Not significant
CLIC4	2h	Control	3	1014.0095061182653	1048.8341405991164	-5.952031934583815	0.8409491988035681	Downregulated	Not significant
CLIC4	2h	Virus	1	1028.679980418363	1042.8821086645328	-5.952031934583815	0.8409491988035681	Downregulated	Not significant
CLIC4	2h	Virus	2	1014.6708946068106	1042.8821086645328	-5.952031934583815	0.8409491988035681	Downregulated	Not significant
CLIC4	2h	Virus	3	1085.2954509684246	1042.8821086645328	-5.952031934583815	0.8409491988035681	Downregulated	Not significant
CLIC4	6h	Control	1	1020.0916599684135	1028.4141934921079	11.957002240646199	0.5879332854121166	Upregulated	Not significant
CLIC4	6h	Control	2	1050.3606761788355	1028.4141934921079	11.957002240646199	0.5879332854121166	Upregulated	Not significant
CLIC4	6h	Control	3	1014.7902443290748	1028.4141934921079	11.957002240646199	0.5879332854121166	Upregulated	Not significant
CLIC4	6h	Virus	1	1069.5909221291677	1040.3711957327544	11.957002240646199	0.5879332854121166	Upregulated	Not significant
CLIC4	6h	Virus	2	1010.5759118225795	1040.3711957327544	11.957002240646199	0.5879332854121166	Upregulated	Not significant
CLIC4	6h	Virus	3	1040.9467532465158	1040.3711957327544	11.957002240646199	0.5879332854121166	Upregulated	Not significant
CLIC4	10h	Control	1	1036.1002429861458	1034.2170374416041	29.12546121584934	0.2854879013753196	Upregulated	Not significant
CLIC4	10h	Control	2	1000.0661613751973	1034.2170374416041	29.12546121584934	0.2854879013753196	Upregulated	Not significant
CLIC4	10h	Control	3	1066.484707963469	1034.2170374416041	29.12546121584934	0.2854879013753196	Upregulated	Not significant
CLIC4	10h	Virus	1	1090.3199209627294	1063.3424986574535	29.12546121584934	0.2854879013753196	Upregulated	Not significant
CLIC4	10h	Virus	2	1054.939465474251	1063.3424986574535	29.12546121584934	0.2854879013753196	Upregulated	Not significant
CLIC4	10h	Virus	3	1044.7681095353803	1063.3424986574535	29.12546121584934	0.2854879013753196	Upregulated	Not significant
CLIC4	24h	Control	1	1019.0691917600028	1019.3967540158964	-46.54768159784812	0.1547212672356232	Downregulated	Not significant
CLIC4	24h	Control	2	1016.1398713092926	1019.3967540158964	-46.54768159784812	0.1547212672356232	Downregulated	Not significant
CLIC4	24h	Control	3	1022.9811989783936	1019.3967540158964	-46.54768159784812	0.1547212672356232	Downregulated	Not significant
CLIC4	24h	Virus	1	1010.6191601530521	972.8490724180485	-46.54768159784812	0.1547212672356232	Downregulated	Not significant
CLIC4	24h	Virus	2	921.7646096658561	972.8490724180485	-46.54768159784812	0.1547212672356232	Downregulated	Not significant
CLIC4	24h	Virus	3	986.1634474352372	972.8490724180485	-46.54768159784812	0.1547212672356232	Downregulated	Not significant
UBE2D2	2h	Control	1	369.640384685859	368.17906747368613	-8.966551385012353	0.11373412836279176	Downregulated	Not significant
UBE2D2	2h	Control	2	369.76578079568577	368.17906747368613	-8.966551385012353	0.11373412836279176	Downregulated	Not significant
UBE2D2	2h	Control	3	365.1310369395136	368.17906747368613	-8.966551385012353	0.11373412836279176	Downregulated	Not significant
UBE2D2	2h	Virus	1	356.8921719137976	359.21251608867385	-8.966551385012353	0.11373412836279176	Downregulated	Not significant
UBE2D2	2h	Virus	2	367.3159124951138	359.21251608867385	-8.966551385012353	0.11373412836279176	Downregulated	Not significant
UBE2D2	2h	Virus	3	353.4294638571101	359.21251608867385	-8.966551385012353	0.11373412836279176	Downregulated	Not significant
UBE2D2	6h	Control	1	372.84388472122964	374.4804582322087	-7.5917699905598495	0.6503081978907008	Downregulated	Not significant
UBE2D2	6h	Control	2	349.1409166199197	374.4804582322087	-7.5917699905598495	0.6503081978907008	Downregulated	Not significant
UBE2D2	6h	Control	3	401.45657335547673	374.4804582322087	-7.5917699905598495	0.6503081978907008	Downregulated	Not significant
UBE2D2	6h	Virus	1	373.5649332890072	366.88868824164894	-7.5917699905598495	0.6503081978907008	Downregulated	Not significant
UBE2D2	6h	Virus	2	361.8762734907616	366.88868824164894	-7.5917699905598495	0.6503081978907008	Downregulated	Not significant
UBE2D2	6h	Virus	3	365.22485794517803	366.88868824164894	-7.5917699905598495	0.6503081978907008	Downregulated	Not significant
UBE2D2	10h	Control	1	341.8773176623267	354.2182349647574	19.83443539447985	0.23833459156788608	Upregulated	Not significant
UBE2D2	10h	Control	2	359.7618464062965	354.2182349647574	19.83443539447985	0.23833459156788608	Upregulated	Not significant
UBE2D2	10h	Control	3	361.01554082564905	354.2182349647574	19.83443539447985	0.23833459156788608	Upregulated	Not significant
UBE2D2	10h	Virus	1	362.14269169511005	374.05267035923737	19.83443539447985	0.23833459156788608	Upregulated	Not significant
UBE2D2	10h	Virus	2	399.8673255285039	374.05267035923737	19.83443539447985	0.23833459156788608	Upregulated	Not significant
UBE2D2	10h	Virus	3	360.14799385409816	374.05267035923737	19.83443539447985	0.23833459156788608	Upregulated	Not significant
UBE2D2	24h	Control	1	351.3802610625277	360.41521617964406	-47.167178825775785	6.575381156501024e-4	Downregulated	Significant
UBE2D2	24h	Control	2	364.69317771619274	360.41521617964406	-47.167178825775785	6.575381156501024e-4	Downregulated	Significant
UBE2D2	24h	Control	3	365.17220976021173	360.41521617964406	-47.167178825775785	6.575381156501024e-4	Downregulated	Significant
UBE2D2	24h	Virus	1	309.67105128166673	313.24803735386837	-47.167178825775785	6.575381156501024e-4	Downregulated	Significant
UBE2D2	24h	Virus	2	316.2662492220869	313.24803735386837	-47.167178825775785	6.575381156501024e-4	Downregulated	Significant
UBE2D2	24h	Virus	3	313.8068115578515	313.24803735386837	-47.167178825775785	6.575381156501024e-4	Downregulated	Significant
PUF60	2h	Control	1	2830.9730283680965	2880.635054267233	-38.0927508754499	0.5857820529363984	Downregulated	Not significant
PUF60	2h	Control	2	2856.0237536954833	2880.635054267233	-38.0927508754499	0.5857820529363984	Downregulated	Not significant
PUF60	2h	Control	3	2954.90838073812	2880.635054267233	-38.0927508754499	0.5857820529363984	Downregulated	Not significant
PUF60	2h	Virus	1	2740.2388122633847	2842.5423033917837	-38.0927508754499	0.5857820529363984	Downregulated	Not significant
PUF60	2h	Virus	2	2876.8525442653017	2842.5423033917837	-38.0927508754499	0.5857820529363984	Downregulated	Not significant
PUF60	2h	Virus	3	2910.5355536466645	2842.5423033917837	-38.0927508754499	0.5857820529363984	Downregulated	Not significant
PUF60	6h	Control	1	2747.051170324088	2791.385889888994	19.804354174579203	0.6545608203798097	Upregulated	Not significant
PUF60	6h	Control	2	2824.112884477548	2791.385889888994	19.804354174579203	0.6545608203798097	Upregulated	Not significant
PUF60	6h	Control	3	2802.993614865345	2791.385889888994	19.804354174579203	0.6545608203798097	Upregulated	Not significant
PUF60	6h	Virus	1	2790.6204819796285	2811.190244063573	19.804354174579203	0.6545608203798097	Upregulated	Not significant
PUF60	6h	Virus	2	2765.3705545905855	2811.190244063573	19.804354174579203	0.6545608203798097	Upregulated	Not significant
PUF60	6h	Virus	3	2877.579695620505	2811.190244063573	19.804354174579203	0.6545608203798097	Upregulated	Not significant
PUF60	10h	Control	1	2851.647777764437	2862.2596330205906	-19.082338314453818	0.7365531206068475	Downregulated	Not significant
PUF60	10h	Control	2	2931.8555907763634	2862.2596330205906	-19.082338314453818	0.7365531206068475	Downregulated	Not significant
PUF60	10h	Control	3	2803.275530520971	2862.2596330205906	-19.082338314453818	0.7365531206068475	Downregulated	Not significant
PUF60	10h	Virus	1	2847.0179358816063	2843.177294706137	-19.082338314453818	0.7365531206068475	Downregulated	Not significant
PUF60	10h	Virus	2	2905.807819779099	2843.177294706137	-19.082338314453818	0.7365531206068475	Downregulated	Not significant
PUF60	10h	Virus	3	2776.7061284577057	2843.177294706137	-19.082338314453818	0.7365531206068475	Downregulated	Not significant
PUF60	24h	Control	1	2916.890594510391	2944.2345912469864	-198.45603512546194	0.002371947319684245	Downregulated	Significant
PUF60	24h	Control	2	2946.8088425574792	2944.2345912469864	-198.45603512546194	0.002371947319684245	Downregulated	Significant
PUF60	24h	Control	3	2969.0043366730893	2944.2345912469864	-198.45603512546194	0.002371947319684245	Downregulated	Significant
PUF60	24h	Virus	1	2777.547239079927	2745.778556121525	-198.45603512546194	0.002371947319684245	Downregulated	Significant
PUF60	24h	Virus	2	2697.119145783057	2745.778556121525	-198.45603512546194	0.002371947319684245	Downregulated	Significant
PUF60	24h	Virus	3	2762.669283501591	2745.778556121525	-198.45603512546194	0.002371947319684245	Downregulated	Significant
RBM12	2h	Control	1	1298.1009585793583	1323.1206935552045	-39.03585547789344	0.2773851253939417	Downregulated	Not significant
RBM12	2h	Control	2	1323.9792266237278	1323.1206935552045	-39.03585547789344	0.2773851253939417	Downregulated	Not significant
RBM12	2h	Control	3	1347.2818954625272	1323.1206935552045	-39.03585547789344	0.2773851253939417	Downregulated	Not significant
RBM12	2h	Virus	1	1235.1711568199412	1284.0848380773111	-39.03585547789344	0.2773851253939417	Downregulated	Not significant
RBM12	2h	Virus	2	1330.8331604576836	1284.0848380773111	-39.03585547789344	0.2773851253939417	Downregulated	Not significant
RBM12	2h	Virus	3	1286.2501969543084	1284.0848380773111	-39.03585547789344	0.2773851253939417	Downregulated	Not significant
RBM12	6h	Control	1	1319.9547800600092	1368.2366043603681	-49.812223032818686	0.19026946728241173	Downregulated	Not significant
RBM12	6h	Control	2	1425.159447973949	1368.2366043603681	-49.812223032818686	0.19026946728241173	Downregulated	Not significant
RBM12	6h	Control	3	1359.5955850471462	1368.2366043603681	-49.812223032818686	0.19026946728241173	Downregulated	Not significant
RBM12	6h	Virus	1	1306.3028852755135	1318.4243813275498	-49.812223032818686	0.19026946728241173	Downregulated	Not significant
RBM12	6h	Virus	2	1332.5933760903117	1318.4243813275498	-49.812223032818686	0.19026946728241173	Downregulated	Not significant
RBM12	6h	Virus	3	1316.3768826168239	1318.4243813275498	-49.812223032818686	0.19026946728241173	Downregulated	Not significant
RBM12	10h	Control	1	1309.7191005152868	1339.5890527147023	-51.352771543076756	0.3115999621826803	Downregulated	Not significant
RBM12	10h	Control	2	1407.575158332797	1339.5890527147023	-51.352771543076756	0.3115999621826803	Downregulated	Not significant
RBM12	10h	Control	3	1301.4728992960233	1339.5890527147023	-51.352771543076756	0.3115999621826803	Downregulated	Not significant
RBM12	10h	Virus	1	1283.2261168318335	1288.236281171626	-51.352771543076756	0.3115999621826803	Downregulated	Not significant
RBM12	10h	Virus	2	1339.7904384844094	1288.236281171626	-51.352771543076756	0.3115999621826803	Downregulated	Not significant
RBM12	10h	Virus	3	1241.692288198635	1288.236281171626	-51.352771543076756	0.3115999621826803	Downregulated	Not significant
RBM12	24h	Control	1	1259.5392570087472	1288.8082223618028	-9.732561083591484	0.6303737342593818	Downregulated	Not significant
RBM12	24h	Control	2	1308.3437900828376	1288.8082223618028	-9.732561083591484	0.6303737342593818	Downregulated	Not significant
RBM12	24h	Control	3	1298.5416199938236	1288.8082223618028	-9.732561083591484	0.6303737342593818	Downregulated	Not significant
RBM12	24h	Virus	1	1287.7469423719162	1279.0756612782116	-9.732561083591484	0.6303737342593818	Downregulated	Not significant
RBM12	24h	Virus	2	1292.8258725446449	1279.0756612782116	-9.732561083591484	0.6303737342593818	Downregulated	Not significant
RBM12	24h	Virus	3	1256.6541689180733	1279.0756612782116	-9.732561083591484	0.6303737342593818	Downregulated	Not significant
PSMG2	2h	Control	1	804.0349049217527	776.7889559579503	-37.58390013808751	0.284233162846106	Downregulated	Not significant
PSMG2	2h	Control	2	745.1169428298962	776.7889559579503	-37.58390013808751	0.284233162846106	Downregulated	Not significant
PSMG2	2h	Control	3	781.2150201222018	776.7889559579503	-37.58390013808751	0.284233162846106	Downregulated	Not significant
PSMG2	2h	Virus	1	714.5162142259969	739.2050558198628	-37.58390013808751	0.284233162846106	Downregulated	Not significant
PSMG2	2h	Virus	2	713.6514775670065	739.2050558198628	-37.58390013808751	0.284233162846106	Downregulated	Not significant
PSMG2	2h	Virus	3	789.447475666585	739.2050558198628	-37.58390013808751	0.284233162846106	Downregulated	Not significant
PSMG2	6h	Control	1	713.0052110634457	712.0862191900875	30.155685862417013	0.1655346852846288	Upregulated	Not significant
PSMG2	6h	Control	2	691.8119452163495	712.0862191900875	30.155685862417013	0.1655346852846288	Upregulated	Not significant
PSMG2	6h	Control	3	731.4415012904673	712.0862191900875	30.155685862417013	0.1655346852846288	Upregulated	Not significant
PSMG2	6h	Virus	1	749.3098556987544	742.2419050525045	30.155685862417013	0.1655346852846288	Upregulated	Not significant
PSMG2	6h	Virus	2	715.9029804747156	742.2419050525045	30.155685862417013	0.1655346852846288	Upregulated	Not significant
PSMG2	6h	Virus	3	761.5128789840435	742.2419050525045	30.155685862417013	0.1655346852846288	Upregulated	Not significant
PSMG2	10h	Control	1	767.2487571781886	739.5073706716358	-5.320924482473766	0.783176286319893	Downregulated	Not significant
PSMG2	10h	Control	2	709.932202644149	739.5073706716358	-5.320924482473766	0.783176286319893	Downregulated	Not significant
PSMG2	10h	Control	3	741.3411521925699	739.5073706716358	-5.320924482473766	0.783176286319893	Downregulated	Not significant
PSMG2	10h	Virus	1	734.062238981507	734.1864461891621	-5.320924482473766	0.783176286319893	Downregulated	Not significant
PSMG2	10h	Virus	2	746.7739960829832	734.1864461891621	-5.320924482473766	0.783176286319893	Downregulated	Not significant
PSMG2	10h	Virus	3	721.7231035029961	734.1864461891621	-5.320924482473766	0.783176286319893	Downregulated	Not significant
PSMG2	24h	Control	1	778.2358278076118	764.6961416991455	-68.69988024258079	0.02867362381046794	Downregulated	Significant
PSMG2	24h	Control	2	737.2857155743473	764.6961416991455	-68.69988024258079	0.02867362381046794	Downregulated	Significant
PSMG2	24h	Control	3	778.5668817154776	764.6961416991455	-68.69988024258079	0.02867362381046794	Downregulated	Significant
PSMG2	24h	Virus	1	720.8532170711583	695.9962614565649	-68.69988024258079	0.02867362381046794	Downregulated	Significant
PSMG2	24h	Virus	2	668.1499921808205	695.9962614565649	-68.69988024258079	0.02867362381046794	Downregulated	Significant
PSMG2	24h	Virus	3	698.9855751177159	695.9962614565649	-68.69988024258079	0.02867362381046794	Downregulated	Significant
PHF14	2h	Control	1	93.41072681941927	93.27013895442448	-2.0716907024478135	0.5965609753993228	Downregulated	Not significant
PHF14	2h	Control	2	88.48622785640926	93.27013895442448	-2.0716907024478135	0.5965609753993228	Downregulated	Not significant
PHF14	2h	Control	3	97.91346218744492	93.27013895442448	-2.0716907024478135	0.5965609753993228	Downregulated	Not significant
PHF14	2h	Virus	1	87.60305446793987	91.19844825197667	-2.0716907024478135	0.5965609753993228	Downregulated	Not significant
PHF14	2h	Virus	2	90.32778920316873	91.19844825197667	-2.0716907024478135	0.5965609753993228	Downregulated	Not significant
PHF14	2h	Virus	3	95.66450108482141	91.19844825197667	-2.0716907024478135	0.5965609753993228	Downregulated	Not significant
PHF14	6h	Control	1	91.77760917519481	90.85192002984148	-1.9186365697062804	0.4705161480826907	Downregulated	Not significant
PHF14	6h	Control	2	87.50588573156494	90.85192002984148	-1.9186365697062804	0.4705161480826907	Downregulated	Not significant
PHF14	6h	Control	3	93.27226518276467	90.85192002984148	-1.9186365697062804	0.4705161480826907	Downregulated	Not significant
PHF14	6h	Virus	1	91.12140500516145	88.9332834601352	-1.9186365697062804	0.4705161480826907	Downregulated	Not significant
PHF14	6h	Virus	2	85.63109500272543	88.9332834601352	-1.9186365697062804	0.4705161480826907	Downregulated	Not significant
PHF14	6h	Virus	3	90.04735037251874	88.9332834601352	-1.9186365697062804	0.4705161480826907	Downregulated	Not significant
PHF14	10h	Control	1	92.67227366382278	93.73667486184723	3.5502623836075284	0.32579653466225394	Upregulated	Not significant
PHF14	10h	Control	2	91.3243378080472	93.73667486184723	3.5502623836075284	0.32579653466225394	Upregulated	Not significant
PHF14	10h	Control	3	97.21341311367172	93.73667486184723	3.5502623836075284	0.32579653466225394	Upregulated	Not significant
PHF14	10h	Virus	1	99.24548730033125	97.28693724545478	3.5502623836075284	0.32579653466225394	Upregulated	Not significant
PHF14	10h	Virus	2	100.52680908917597	97.28693724545478	3.5502623836075284	0.32579653466225394	Upregulated	Not significant
PHF14	10h	Virus	3	92.08851534685714	97.28693724545478	3.5502623836075284	0.32579653466225394	Upregulated	Not significant
PHF14	24h	Control	1	105.34948054364365	108.52370398435828	-11.464440461861042	0.03461244369111456	Downregulated	Significant
PHF14	24h	Control	2	104.62632487436234	108.52370398435828	-11.464440461861042	0.03461244369111456	Downregulated	Significant
PHF14	24h	Control	3	115.59530653506884	108.52370398435828	-11.464440461861042	0.03461244369111456	Downregulated	Significant
PHF14	24h	Virus	1	97.21081342210952	97.05926352249726	-11.464440461861042	0.03461244369111456	Downregulated	Significant
PHF14	24h	Virus	2	95.51407810417268	97.05926352249726	-11.464440461861042	0.03461244369111456	Downregulated	Significant
PHF14	24h	Virus	3	98.45289904120958	97.05926352249726	-11.464440461861042	0.03461244369111456	Downregulated	Significant
MRPL28	2h	Control	1	272.6145055725242	290.6365376544373	-9.823774510635207	0.6551061611789726	Downregulated	Not significant
MRPL28	2h	Control	2	289.9145277107532	290.6365376544373	-9.823774510635207	0.6551061611789726	Downregulated	Not significant
MRPL28	2h	Control	3	309.3805796800345	290.6365376544373	-9.823774510635207	0.6551061611789726	Downregulated	Not significant
MRPL28	2h	Virus	1	253.24751585529856	280.81276314380216	-9.823774510635207	0.6551061611789726	Downregulated	Not significant
MRPL28	2h	Virus	2	276.1865886388403	280.81276314380216	-9.823774510635207	0.6551061611789726	Downregulated	Not significant
MRPL28	2h	Virus	3	313.0041849372676	280.81276314380216	-9.823774510635207	0.6551061611789726	Downregulated	Not significant
MRPL28	6h	Control	1	272.74766231177045	284.7353639006581	-10.052356195519128	0.5719418984671452	Downregulated	Not significant
MRPL28	6h	Control	2	272.8484631202231	284.7353639006581	-10.052356195519128	0.5719418984671452	Downregulated	Not significant
MRPL28	6h	Control	3	308.6099662699808	284.7353639006581	-10.052356195519128	0.5719418984671452	Downregulated	Not significant
MRPL28	6h	Virus	1	262.7360801170207	274.68300770513906	-10.052356195519128	0.5719418984671452	Downregulated	Not significant
MRPL28	6h	Virus	2	264.30114709460076	274.68300770513906	-10.052356195519128	0.5719418984671452	Downregulated	Not significant
MRPL28	6h	Virus	3	297.01179590379564	274.68300770513906	-10.052356195519128	0.5719418984671452	Downregulated	Not significant
MRPL28	10h	Control	1	245.30403490343565	257.9326356620384	20.570375865090476	0.12945457127801205	Upregulated	Not significant
MRPL28	10h	Control	2	275.08698858660887	257.9326356620384	20.570375865090476	0.12945457127801205	Upregulated	Not significant
MRPL28	10h	Control	3	253.40688349607078	257.9326356620384	20.570375865090476	0.12945457127801205	Upregulated	Not significant
MRPL28	10h	Virus	1	268.93036960513564	278.503011527129	20.570375865090476	0.12945457127801205	Upregulated	Not significant
MRPL28	10h	Virus	2	289.9123937210096	278.503011527129	20.570375865090476	0.12945457127801205	Upregulated	Not significant
MRPL28	10h	Virus	3	276.66627125524167	278.503011527129	20.570375865090476	0.12945457127801205	Upregulated	Not significant
MRPL28	24h	Control	1	275.1538659252415	294.78518175874757	-29.825256868617338	0.2837422028307005	Downregulated	Not significant
MRPL28	24h	Control	2	279.4651502357484	294.78518175874757	-29.825256868617338	0.2837422028307005	Downregulated	Not significant
MRPL28	24h	Control	3	329.7365291152527	294.78518175874757	-29.825256868617338	0.2837422028307005	Downregulated	Not significant
MRPL28	24h	Virus	1	251.64699773069222	264.95992489013025	-29.825256868617338	0.2837422028307005	Downregulated	Not significant
MRPL28	24h	Virus	2	245.34454408049837	264.95992489013025	-29.825256868617338	0.2837422028307005	Downregulated	Not significant
MRPL28	24h	Virus	3	297.8882328592001	264.95992489013025	-29.825256868617338	0.2837422028307005	Downregulated	Not significant
FLYWCH2	2h	Control	1	16.860583376889398	17.583830556657652	-0.42735278656696424	0.7561329337674201	Downregulated	Not significant
FLYWCH2	2h	Control	2	17.786320295589107	17.583830556657652	-0.42735278656696424	0.7561329337674201	Downregulated	Not significant
