genes	time	treatment	replicate	normalized_counts	mean_over_replicates	estimate	p.value	regulation	significance
DCAF7	10h	Control	2	285.1193467270693	295.60810121526094	-39.18506499692593	0.020444840018793188	Downregulated	Significant
DCAF7	10h	Control	3	288.9337852256312	295.60810121526094	-39.18506499692593	0.020444840018793188	Downregulated	Significant
DCAF7	10h	Virus	1	268.2338176441238	256.4230362183351	-39.18506499692593	0.020444840018793188	Downregulated	Significant
DCAF7	10h	Virus	2	252.35808806853612	256.4230362183351	-39.18506499692593	0.020444840018793188	Downregulated	Significant
DCAF7	10h	Virus	3	248.67720294234528	256.4230362183351	-39.18506499692593	0.020444840018793188	Downregulated	Significant
DCAF7	24h	Control	1	300.71744043744474	286.63419608828065	-30.809852161010834	0.07616760331702829	Downregulated	Not significant
DCAF7	24h	Control	2	274.5917170188165	286.63419608828065	-30.809852161010834	0.07616760331702829	Downregulated	Not significant
DCAF7	24h	Control	3	284.59343080858065	286.63419608828065	-30.809852161010834	0.07616760331702829	Downregulated	Not significant
DCAF7	24h	Virus	1	245.51021056672352	255.82434392726987	-30.809852161010834	0.07616760331702829	Downregulated	Not significant
DCAF7	24h	Virus	2	245.16663065755498	255.82434392726987	-30.809852161010834	0.07616760331702829	Downregulated	Not significant
DCAF7	24h	Virus	3	276.79619055753113	255.82434392726987	-30.809852161010834	0.07616760331702829	Downregulated	Not significant
LRRC1	2h	Control	1	307.8795834874858	302.70741578722686	23.039985937636608	0.19636258944791585	Upregulated	Not significant
LRRC1	2h	Control	2	319.1144576066757	302.70741578722686	23.039985937636608	0.19636258944791585	Upregulated	Not significant
LRRC1	2h	Control	3	281.1282062675191	302.70741578722686	23.039985937636608	0.19636258944791585	Upregulated	Not significant
LRRC1	2h	Virus	1	331.2731453182845	325.7474017248635	23.039985937636608	0.19636258944791585	Upregulated	Not significant
LRRC1	2h	Virus	2	339.1159785971951	325.7474017248635	23.039985937636608	0.19636258944791585	Upregulated	Not significant
LRRC1	2h	Virus	3	306.8530812591109	325.7474017248635	23.039985937636608	0.19636258944791585	Upregulated	Not significant
LRRC1	6h	Control	1	306.68874710503684	316.92088830334734	4.620246547837816	0.5159642857911031	Upregulated	Not significant
LRRC1	6h	Control	2	326.732050075914	316.92088830334734	4.620246547837816	0.5159642857911031	Upregulated	Not significant
LRRC1	6h	Control	3	317.34186772909123	316.92088830334734	4.620246547837816	0.5159642857911031	Upregulated	Not significant
LRRC1	6h	Virus	1	315.72235145282076	321.5411348511851	4.620246547837816	0.5159642857911031	Upregulated	Not significant
LRRC1	6h	Virus	2	323.7600270957821	321.5411348511851	4.620246547837816	0.5159642857911031	Upregulated	Not significant
LRRC1	6h	Virus	3	325.14102600495255	321.5411348511851	4.620246547837816	0.5159642857911031	Upregulated	Not significant
LRRC1	10h	Control	1	295.4107406449992	315.26025943338436	8.689320466093744	0.5319427995665394	Upregulated	Not significant
LRRC1	10h	Control	2	331.2975505476274	315.26025943338436	8.689320466093744	0.5319427995665394	Upregulated	Not significant
LRRC1	10h	Control	3	319.07248710752646	315.26025943338436	8.689320466093744	0.5319427995665394	Upregulated	Not significant
LRRC1	10h	Virus	1	311.94592088053776	323.9495798994781	8.689320466093744	0.5319427995665394	Upregulated	Not significant
LRRC1	10h	Virus	2	323.30233672015044	323.9495798994781	8.689320466093744	0.5319427995665394	Upregulated	Not significant
LRRC1	10h	Virus	3	336.6004820977461	323.9495798994781	8.689320466093744	0.5319427995665394	Upregulated	Not significant
LRRC1	24h	Control	1	281.8920363759072	298.0380464132996	34.91393698214167	0.031001727599470518	Upregulated	Significant
LRRC1	24h	Control	2	316.03830595224105	298.0380464132996	34.91393698214167	0.031001727599470518	Upregulated	Significant
LRRC1	24h	Control	3	296.18379691175056	298.0380464132996	34.91393698214167	0.031001727599470518	Upregulated	Significant
LRRC1	24h	Virus	1	328.94321557107475	332.9519833954413	34.91393698214167	0.031001727599470518	Upregulated	Significant
LRRC1	24h	Virus	2	328.8402803886115	332.9519833954413	34.91393698214167	0.031001727599470518	Upregulated	Significant
LRRC1	24h	Virus	3	341.0724542266376	332.9519833954413	34.91393698214167	0.031001727599470518	Upregulated	Significant
NUP153	2h	Control	1	1469.6879739062542	1435.3166603052257	7.304580258013392	0.7631114032867192	Upregulated	Not significant
NUP153	2h	Control	2	1411.3039537269897	1435.3166603052257	7.304580258013392	0.7631114032867192	Upregulated	Not significant
NUP153	2h	Control	3	1424.9580532824334	1435.3166603052257	7.304580258013392	0.7631114032867192	Upregulated	Not significant
NUP153	2h	Virus	1	1466.9777201232312	1442.6212405632393	7.304580258013392	0.7631114032867192	Upregulated	Not significant
NUP153	2h	Virus	2	1417.7975564046683	1442.6212405632393	7.304580258013392	0.7631114032867192	Upregulated	Not significant
NUP153	2h	Virus	3	1443.0884451618183	1442.6212405632393	7.304580258013392	0.7631114032867192	Upregulated	Not significant
NUP153	6h	Control	1	1421.0645106222853	1387.1086792222036	43.67499348070481	0.10829205242678024	Upregulated	Not significant
NUP153	6h	Control	2	1358.5412404493666	1387.1086792222036	43.67499348070481	0.10829205242678024	Upregulated	Not significant
NUP153	6h	Control	3	1381.7202865949587	1387.1086792222036	43.67499348070481	0.10829205242678024	Upregulated	Not significant
NUP153	6h	Virus	1	1432.1071120530776	1430.7836727029082	43.67499348070481	0.10829205242678024	Upregulated	Not significant
NUP153	6h	Virus	2	1411.50966330106	1430.7836727029082	43.67499348070481	0.10829205242678024	Upregulated	Not significant
NUP153	6h	Virus	3	1448.734242754587	1430.7836727029082	43.67499348070481	0.10829205242678024	Upregulated	Not significant
NUP153	10h	Control	1	1456.2375375024249	1477.7550853853375	12.866418971000043	0.523833317853484	Upregulated	Not significant
NUP153	10h	Control	2	1501.103209174426	1477.7550853853375	12.866418971000043	0.523833317853484	Upregulated	Not significant
NUP153	10h	Control	3	1475.9245094791618	1477.7550853853375	12.866418971000043	0.523833317853484	Upregulated	Not significant
NUP153	10h	Virus	1	1509.2059667804378	1490.621504356338	12.866418971000043	0.523833317853484	Upregulated	Not significant
NUP153	10h	Virus	2	1465.339982305815	1490.621504356338	12.866418971000043	0.523833317853484	Upregulated	Not significant
NUP153	10h	Virus	3	1497.3185639827607	1490.621504356338	12.866418971000043	0.523833317853484	Upregulated	Not significant
NUP153	24h	Control	1	1534.9676379656769	1505.2344518482046	36.60058678739187	0.5177810043725622	Upregulated	Not significant
NUP153	24h	Control	2	1463.0880540283379	1505.2344518482046	36.60058678739187	0.5177810043725622	Upregulated	Not significant
NUP153	24h	Control	3	1517.6476635505987	1505.2344518482046	36.60058678739187	0.5177810043725622	Upregulated	Not significant
NUP153	24h	Virus	1	1635.1599607871399	1541.8350386355967	36.60058678739187	0.5177810043725622	Upregulated	Not significant
NUP153	24h	Virus	2	1503.4361083260862	1541.8350386355967	36.60058678739187	0.5177810043725622	Upregulated	Not significant
NUP153	24h	Virus	3	1486.909046793564	1541.8350386355967	36.60058678739187	0.5177810043725622	Upregulated	Not significant
RHOF	2h	Control	1	262.49021572119955	252.425723883472	19.34509084022832	0.28079900280405845	Upregulated	Not significant
RHOF	2h	Control	2	259.15799597517423	252.425723883472	19.34509084022832	0.28079900280405845	Upregulated	Not significant
RHOF	2h	Control	3	235.62895995404216	252.425723883472	19.34509084022832	0.28079900280405845	Upregulated	Not significant
RHOF	2h	Virus	1	284.9724180903287	271.77081472370037	19.34509084022832	0.28079900280405845	Upregulated	Not significant
RHOF	2h	Virus	2	284.61749990062424	271.77081472370037	19.34509084022832	0.28079900280405845	Upregulated	Not significant
RHOF	2h	Virus	3	245.72252618014812	271.77081472370037	19.34509084022832	0.28079900280405845	Upregulated	Not significant
RHOF	6h	Control	1	241.8797089699219	261.8353160782962	18.101674271763073	0.20842580954044834	Upregulated	Not significant
RHOF	6h	Control	2	264.5288466989577	261.8353160782962	18.101674271763073	0.20842580954044834	Upregulated	Not significant
RHOF	6h	Control	3	279.0973925660091	261.8353160782962	18.101674271763073	0.20842580954044834	Upregulated	Not significant
RHOF	6h	Virus	1	274.8365994393895	279.9369903500593	18.101674271763073	0.20842580954044834	Upregulated	Not significant
RHOF	6h	Virus	2	290.65194740976125	279.9369903500593	18.101674271763073	0.20842580954044834	Upregulated	Not significant
RHOF	6h	Virus	3	274.3224242010272	279.9369903500593	18.101674271763073	0.20842580954044834	Upregulated	Not significant
RHOF	10h	Control	1	289.8428465497675	297.6311981879741	2.103143113927809	0.7741184391711152	Upregulated	Not significant
RHOF	10h	Control	2	300.82135056452853	297.6311981879741	2.103143113927809	0.7741184391711152	Upregulated	Not significant
RHOF	10h	Control	3	302.2293974496264	297.6311981879741	2.103143113927809	0.7741184391711152	Upregulated	Not significant
RHOF	10h	Virus	1	289.4580473825443	299.734341301902	2.103143113927809	0.7741184391711152	Upregulated	Not significant
RHOF	10h	Virus	2	300.9296601555823	299.734341301902	2.103143113927809	0.7741184391711152	Upregulated	Not significant
RHOF	10h	Virus	3	308.81531636757944	299.734341301902	2.103143113927809	0.7741184391711152	Upregulated	Not significant
RHOF	24h	Control	1	260.26066007968893	268.553594607098	27.722291974214034	0.10002106041398894	Upregulated	Not significant
RHOF	24h	Control	2	288.1342182208272	268.553594607098	27.722291974214034	0.10002106041398894	Upregulated	Not significant
RHOF	24h	Control	3	257.2659055207777	268.553594607098	27.722291974214034	0.10002106041398894	Upregulated	Not significant
RHOF	24h	Virus	1	287.5518979258761	296.275886581312	27.722291974214034	0.10002106041398894	Upregulated	Not significant
RHOF	24h	Virus	2	313.3074716448761	296.275886581312	27.722291974214034	0.10002106041398894	Upregulated	Not significant
RHOF	24h	Virus	3	287.9682901731838	296.275886581312	27.722291974214034	0.10002106041398894	Upregulated	Not significant
LTBR	2h	Control	1	17.039026897125808	13.015301016329035	-3.5968523266980914	0.16965574322021193	Downregulated	Not significant
LTBR	2h	Control	2	10.786844464658417	13.015301016329035	-3.5968523266980914	0.16965574322021193	Downregulated	Not significant
LTBR	2h	Control	3	11.22003168720288	13.015301016329035	-3.5968523266980914	0.16965574322021193	Downregulated	Not significant
LTBR	2h	Virus	1	10.071849773543164	9.418448689630946	-3.5968523266980914	0.16965574322021193	Downregulated	Not significant
LTBR	2h	Virus	2	10.25705530298145	9.418448689630946	-3.5968523266980914	0.16965574322021193	Downregulated	Not significant
LTBR	2h	Virus	3	7.926440992368224	9.418448689630946	-3.5968523266980914	0.16965574322021193	Downregulated	Not significant
LTBR	6h	Control	1	15.040725984319042	12.568134351858534	-2.6380451681770083	0.22206717602948275	Downregulated	Not significant
LTBR	6h	Control	2	13.137545095583484	12.568134351858534	-2.6380451681770083	0.22206717602948275	Downregulated	Not significant
LTBR	6h	Control	3	9.526131975673078	12.568134351858534	-2.6380451681770083	0.22206717602948275	Downregulated	Not significant
LTBR	6h	Virus	1	11.470167161930402	9.93008918368153	-2.6380451681770083	0.22206717602948275	Downregulated	Not significant
LTBR	6h	Virus	2	8.54427872794852	9.93008918368153	-2.6380451681770083	0.22206717602948275	Downregulated	Not significant
LTBR	6h	Virus	3	9.775821661165669	9.93008918368153	-2.6380451681770083	0.22206717602948275	Downregulated	Not significant
LTBR	10h	Control	1	13.972913903211039	13.884011295109236	-3.061213109665882	0.07791437600463362	Downregulated	Not significant
LTBR	10h	Control	2	13.34221100525342	13.884011295109236	-3.061213109665882	0.07791437600463362	Downregulated	Not significant
LTBR	10h	Control	3	14.336908976863251	13.884011295109236	-3.061213109665882	0.07791437600463362	Downregulated	Not significant
LTBR	10h	Virus	1	13.335803908098843	10.822798185443355	-3.061213109665882	0.07791437600463362	Downregulated	Not significant
LTBR	10h	Virus	2	9.300571959293174	10.822798185443355	-3.061213109665882	0.07791437600463362	Downregulated	Not significant
LTBR	10h	Virus	3	9.83201868893805	10.822798185443355	-3.061213109665882	0.07791437600463362	Downregulated	Not significant
LTBR	24h	Control	1	8.932341545393944	10.192159347641764	0.5734080985901747	0.7229459333781114	Upregulated	Not significant
LTBR	24h	Control	2	10.579540942853058	10.192159347641764	0.5734080985901747	0.7229459333781114	Upregulated	Not significant
LTBR	24h	Control	3	11.064595554678293	10.192159347641764	0.5734080985901747	0.7229459333781114	Upregulated	Not significant
LTBR	24h	Virus	1	13.46617696357282	10.765567446231941	0.5734080985901747	0.7229459333781114	Upregulated	Not significant
LTBR	24h	Virus	2	9.106479214942246	10.765567446231941	0.5734080985901747	0.7229459333781114	Upregulated	Not significant
LTBR	24h	Virus	3	9.724046160180757	10.765567446231941	0.5734080985901747	0.7229459333781114	Upregulated	Not significant
RHBDD2	2h	Control	1	37.87266234120854	41.00197892615272	0.9487358285918838	0.7991631845049036	Upregulated	Not significant
RHBDD2	2h	Control	2	41.129499860850736	41.00197892615272	0.9487358285918838	0.7991631845049036	Upregulated	Not significant
RHBDD2	2h	Control	3	44.00377457639887	41.00197892615272	0.9487358285918838	0.7991631845049036	Upregulated	Not significant
RHBDD2	2h	Virus	1	35.990821084351154	41.9507147547446	0.9487358285918838	0.7991631845049036	Upregulated	Not significant
RHBDD2	2h	Virus	2	44.239391972945384	41.9507147547446	0.9487358285918838	0.7991631845049036	Upregulated	Not significant
RHBDD2	2h	Virus	3	45.62193120693727	41.9507147547446	0.9487358285918838	0.7991631845049036	Upregulated	Not significant
RHBDD2	6h	Control	1	47.37620103819775	42.30354866809044	1.9846159848097562	0.568006239438495	Upregulated	Not significant
RHBDD2	6h	Control	2	40.13026332318772	42.30354866809044	1.9846159848097562	0.568006239438495	Upregulated	Not significant
RHBDD2	6h	Control	3	39.40418164288587	42.30354866809044	1.9846159848097562	0.568006239438495	Upregulated	Not significant
RHBDD2	6h	Virus	1	48.13729880720859	44.28816465290021	1.9846159848097562	0.568006239438495	Upregulated	Not significant
RHBDD2	6h	Virus	2	42.11942297229746	44.28816465290021	1.9846159848097562	0.568006239438495	Upregulated	Not significant
RHBDD2	6h	Virus	3	42.60777217919457	44.28816465290021	1.9846159848097562	0.568006239438495	Upregulated	Not significant
RHBDD2	10h	Control	1	43.42004416063906	44.77340045787299	-3.267338831811867	0.31271329017021976	Downregulated	Not significant
RHBDD2	10h	Control	2	48.99244586562443	44.77340045787299	-3.267338831811867	0.31271329017021976	Downregulated	Not significant
RHBDD2	10h	Control	3	41.907711347355466	44.77340045787299	-3.267338831811867	0.31271329017021976	Downregulated	Not significant
RHBDD2	10h	Virus	1	44.05133308755601	41.50606162606112	-3.267338831811867	0.31271329017021976	Downregulated	Not significant
RHBDD2	10h	Virus	2	42.52762063855155	41.50606162606112	-3.267338831811867	0.31271329017021976	Downregulated	Not significant
RHBDD2	10h	Virus	3	37.939231152075806	41.50606162606112	-3.267338831811867	0.31271329017021976	Downregulated	Not significant
RHBDD2	24h	Control	1	59.70099843046336	58.576005773379855	-29.32865344634479	1.2466987353603538e-4	Downregulated	Significant
RHBDD2	24h	Control	2	56.28265574239865	58.576005773379855	-29.32865344634479	1.2466987353603538e-4	Downregulated	Significant
RHBDD2	24h	Control	3	59.74436314727755	58.576005773379855	-29.32865344634479	1.2466987353603538e-4	Downregulated	Significant
RHBDD2	24h	Virus	1	31.868212793764098	29.247352327035077	-29.32865344634479	1.2466987353603538e-4	Downregulated	Significant
RHBDD2	24h	Virus	2	29.62432537747398	29.247352327035077	-29.32865344634479	1.2466987353603538e-4	Downregulated	Significant
RHBDD2	24h	Virus	3	26.249518809867155	29.247352327035077	-29.32865344634479	1.2466987353603538e-4	Downregulated	Significant
PSMB10	2h	Control	1	108.19936015061245	108.40357280954746	3.989334202230305	0.17076621635254596	Upregulated	Not significant
PSMB10	2h	Control	2	112.32833668256261	108.40357280954746	3.989334202230305	0.17076621635254596	Upregulated	Not significant
PSMB10	2h	Control	3	104.68302159546732	108.40357280954746	3.989334202230305	0.17076621635254596	Upregulated	Not significant
PSMB10	2h	Virus	1	110.8228897852431	112.39290701177778	3.989334202230305	0.17076621635254596	Upregulated	Not significant
PSMB10	2h	Virus	2	114.00291407262515	112.39290701177778	3.989334202230305	0.17076621635254596	Upregulated	Not significant
PSMB10	2h	Virus	3	112.35291717746507	112.39290701177778	3.989334202230305	0.17076621635254596	Upregulated	Not significant
PSMB10	6h	Control	1	108.40945290202745	115.16634096499207	-4.238509572736956	0.362845754313542	Downregulated	Not significant
PSMB10	6h	Control	2	119.56964788611879	115.16634096499207	-4.238509572736956	0.362845754313542	Downregulated	Not significant
PSMB10	6h	Control	3	117.51992210683	115.16634096499207	-4.238509572736956	0.362845754313542	Downregulated	Not significant
PSMB10	6h	Virus	1	113.68964300925498	110.92783139225513	-4.238509572736956	0.362845754313542	Downregulated	Not significant
PSMB10	6h	Virus	2	112.7369683516177	110.92783139225513	-4.238509572736956	0.362845754313542	Downregulated	Not significant
PSMB10	6h	Virus	3	106.35688281589269	110.92783139225513	-4.238509572736956	0.362845754313542	Downregulated	Not significant
PSMB10	10h	Control	1	106.20952561653536	114.83807623344887	-3.5514022001669647	0.536205501989522	Downregulated	Not significant
PSMB10	10h	Control	2	120.42590727555533	114.83807623344887	-3.5514022001669647	0.536205501989522	Downregulated	Not significant
PSMB10	10h	Control	3	117.87879580825594	114.83807623344887	-3.5514022001669647	0.536205501989522	Downregulated	Not significant
PSMB10	10h	Virus	1	105.56531429897174	111.28667403328194	-3.5514022001669647	0.536205501989522	Downregulated	Not significant
PSMB10	10h	Virus	2	115.0579748779798	111.28667403328194	-3.5514022001669647	0.536205501989522	Downregulated	Not significant
PSMB10	10h	Virus	3	113.23673292289428	111.28667403328194	-3.5514022001669647	0.536205501989522	Downregulated	Not significant
